molregno,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,activity_comment,full_mwt,alogp,hba,hbd,rtb,psa,assay_type,assay_description
1207882,CCOc1cc(/C=N/Nc2ccc(S(=O)(=O)Nc3ccccc3C(=O)O)cc2[N+](=O)[O-])cc(Cl)c1O,IC50,30380.0,nM,,active,534.93,4.3,9.0,4.0,10.0,180.46,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1018799,COc1ccccc1N(O)C1CC(=O)N(c2ccc(Br)cc2)C1=O,IC50,34750.0,nM,,active,391.22,2.99,5.0,1.0,4.0,70.08,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1686284,O=C(Cc1csc(N2CCOCC2)n1)N/N=C/c1ccc(O)c(O)c1O,IC50,100000.0,nM,,active,378.41,0.79,9.0,4.0,5.0,127.51,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1081727,Cl.O=C1C(Br)=C(N2CCN(CCOCCO)CC2)C(=O)c2c(O)ccc(O)c21,IC50,5110.0,nM,,active,477.74,0.71,8.0,3.0,6.0,110.54,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
761060,COc1cccc(/C=C2\SC(=S)N(C(C(=O)O)c3ccccc3)C2=O)c1OC,IC50,49710.0,nM,,active,415.49,3.73,6.0,1.0,6.0,76.07,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1228455,O=C1NC(=S)NC(=O)C1=Cc1c(Cl)cccc1Cl,IC50,26920.0,nM,,active,301.15,1.91,3.0,2.0,1.0,58.2,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
980151,Cc1cc[n+](-c2[n-]c(=O)sc2C=NNC(=O)c2ccncc2)cc1,IC50,83850.0,nM,,active,339.38,0.81,5.0,1.0,4.0,89.4,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1301248,COCC/N=c1\scc(-c2cccs2)n1/N=C/c1ccc(O)c(O)c1O,IC50,100000.0,nM,,active,391.47,2.82,9.0,3.0,6.0,99.57,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
820494,O=C(CN1C(=O)/C(=C2/SC(=S)N(CCS(=O)(=O)O)C2=O)c2ccccc21)Nc1cccc(Br)c1,IC50,61550.0,nM,,active,582.48,2.89,7.0,2.0,6.0,124.09,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
850324,COC(=O)[C@@H]1[C@@H](C#N)C2(c3ccccc3-c3ccccc32)N(c2ccc(Cl)cc2)N1C#N,IC50,92390.0,nM,,active,440.89,4.46,6.0,0.0,2.0,80.36,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1101586,CC1(C)CC[C@]2(C(=O)n3ccnc3)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,38190.0,nM,,active,541.74,6.74,6.0,0.0,1.0,92.82,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
804240,O=C(O)COc1ccccc1/C=C1\C(=O)NC(=O)N(CCC2=CCCCC2)C1=O,IC50,100000.0,nM,,active,398.42,2.5,5.0,2.0,7.0,113.01,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
833975,Cc1oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2c1C(=O)c1ccc(Cl)cc1,IC50,61880.0,nM,,active,376.71,4.15,7.0,1.0,4.0,136.72,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
834133,O=c1nc2n(c(O)c1C(c1ccc(O)cc1)c1c(O)nc3n(c1=O)CCS3)CCS2,IC50,48540.0,nM,,active,444.49,1.31,11.0,3.0,3.0,130.47,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1006779,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCn3nc(C(F)(F)F)c(Br)c3C3CC3)C2SC1,IC50,54780.0,nM,,active,581.37,2.23,8.0,2.0,8.0,130.83,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
913749,CCCOc1ccc(C(=O)C2=C(O)C(=O)N(c3ccccn3)C2c2ccc(OC)cc2)cc1C,IC50,74340.0,nM,,active,458.51,4.97,6.0,1.0,8.0,88.96,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
804287,COc1ccccc1N(O)C1CC(=O)N(c2ccc(F)cc2)C1=O,IC50,61960.0,nM,,active,330.32,2.36,5.0,1.0,4.0,70.08,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
918796,COc1cccc(/C=C2/C(=O)NN(c3ccccc3)C2=O)c1,IC50,45750.0,nM,,active,294.31,2.16,3.0,1.0,3.0,58.64,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
299037,NS(=O)(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,IC50,39000.0,nM,,active,328.35,1.55,5.0,2.0,3.0,106.33,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
913696,O=C1NC(=O)C(=Cc2csc3ccccc23)C(=O)N1,IC50,26910.0,nM,,active,272.29,1.65,4.0,2.0,1.0,75.27,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
850476,O=C1NN(c2cccc(Br)c2)C(=O)/C1=C\c1ccccc1,IC50,35150.0,nM,,active,343.18,2.91,2.0,1.0,2.0,49.41,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1634292,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc(C(=O)O)cc1)c1c(C)[nH]n(-c2ccccc2)c1=O,IC50,20950.0,nM,,active,480.52,4.14,5.0,3.0,6.0,112.88,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
761119,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(N3CCOCC3)cc2)n1,IC50,100000.0,nM,,active,396.86,1.62,7.0,1.0,4.0,101.49,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1029552,COc1ccc(C(=O)/C=C/c2ccc(-c3ccccc3)cc2)cc1CSCC(=O)O,IC50,37740.0,nM,,active,418.51,5.58,4.0,1.0,9.0,63.6,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
941258,Cc1ccc(O)c(NC2=C(Cl)C(=O)N(Cc3ccccc3)C2=O)c1,IC50,100000.0,nM,,active,342.78,3.13,4.0,2.0,4.0,69.64,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
749703,C=CCOc1cccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2c2nccs2)c1,IC50,5640.0,nM,,active,422.46,4.39,7.0,1.0,7.0,92.87,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1634261,Cc1[nH]n(-c2ncc(-c3ccccc3)s2)c(=O)c1C(c1ccc(Cl)cc1)C(C#N)C#N,IC50,31920.0,nM,,active,445.94,5.05,6.0,1.0,5.0,98.26,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
771257,O=C(O)CCn1cc(C=C2C(=O)NC(=S)NC2=O)c(-c2cccc(Br)c2)n1,IC50,6040.0,nM,,active,449.29,1.7,6.0,3.0,5.0,113.32,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
731091,NC(=O)C1CCN(C2=C(Cl)C(=O)c3ccccc3C2=O)CC1,IC50,26040.0,nM,,active,318.76,1.71,4.0,1.0,2.0,80.47,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
400905,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1)c1c(C)n[nH]c1O,IC50,100000.0,nM,,active,428.83,3.95,6.0,5.0,5.0,148.26,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1027770,O=C1C(Cl)=C(N2CCCCC2)C(=O)N1c1ccccc1,IC50,66860.0,nM,,active,290.75,2.5,3.0,0.0,2.0,40.62,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1231642,CC(=O)N1CCc2c(sc(NC(=O)c3ccc([N+](=O)[O-])o3)c2C(N)=O)C1,IC50,89340.0,nM,,active,378.37,1.51,7.0,2.0,4.0,148.78,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
919041,CCOC(=O)C1(C)C(N=Nc2cccc(Cl)c2)=C(O)C(=O)N1c1ccccc1,IC50,18380.0,nM,,active,399.83,4.56,6.0,1.0,5.0,91.56,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
764517,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,IC50,18810.0,nM,,active,484.51,6.25,6.0,4.0,9.0,117.12,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
946094,O=C(O)c1[nH]c2ccccc2c1C(c1cc(Br)ccc1O)c1c(C(=O)O)[nH]c2ccccc12,IC50,15980.0,nM,,active,505.32,5.69,3.0,5.0,5.0,126.41,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1101826,O=C1C=C(c2c(O)ccc3ccccc23)c2ccccc2C1=O,IC50,5910.0,nM,,active,300.31,3.74,3.0,1.0,1.0,54.37,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
958354,O=Cc1cc(N=Nc2cccc(C(=O)O)c2)ccc1O,IC50,99550.0,nM,,active,270.24,3.32,5.0,2.0,4.0,99.32,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1634446,COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O,IC50,38830.0,nM,,active,482.54,4.16,6.0,3.0,6.0,105.04,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
743751,O=[N+]([O-])c1c(Nc2ccccc2O)cc(Cl)c2nonc12,IC50,9700.0,nM,,active,306.67,3.23,7.0,2.0,3.0,114.32,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
990670,COc1cc(/C=C2\C(=O)N(c3ccccc3)N=C2C)ccc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],IC50,58000.0,nM,,active,474.43,5.11,8.0,0.0,7.0,137.41,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
879687,O=[N+]([O-])c1c(O)nc(O)nc1/C=C/c1ccc(Cl)cc1Cl,IC50,49120.0,nM,,active,328.11,3.27,6.0,2.0,3.0,109.38,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
968287,COC(=O)c1c(Cl)c2n3ccccc3c(C)c(-c3ccccc3)c-2c1C(=O)OC,IC50,74490.0,nM,,active,407.85,5.25,5.0,0.0,3.0,57.01,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
834446,Cc1nn(Cc2ccccc2)c2c1C(c1cccc(Cl)c1)C(C#N)=C(N)O2,IC50,100000.0,nM,,active,376.85,4.11,5.0,1.0,3.0,76.86,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
684811,CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O,IC50,5040.0,nM,,active,302.28,1.72,5.0,2.0,2.0,100.9,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1000393,COc1ccccc1/C=C1/C(=O)N(c2ccccc2)N=C1C,IC50,90210.0,nM,,active,292.34,3.5,3.0,0.0,3.0,41.9,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
919103,Cn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3n2C)c(Cl)c1=O,IC50,16690.0,nM,,active,358.75,1.88,8.0,0.0,3.0,119.64,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
879641,O=C(NN=Cc1cc(Br)c(O)c(Br)c1)c1ccccc1NS(=O)(=O)c1cccs1,IC50,27660.0,nM,,active,559.26,4.54,6.0,3.0,6.0,107.86,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1684167,Oc1ccc(/C=N/NC(=S)Nc2cccnc2)c(O)c1O,IC50,24440.0,nM,,active,304.33,1.52,6.0,5.0,3.0,110.0,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
794592,COc1cc(/C=C2/SC(NS(=O)(=O)c3ccccc3)=NC2=O)c([N+](=O)[O-])cc1OC,IC50,45790.0,nM,,active,449.47,2.56,8.0,1.0,6.0,137.2,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1684468,CC/N=c1\scc(C)n1/N=C/c1ccc(O)c(O)c1O,IC50,21350.0,nM,,active,293.35,1.78,7.0,3.0,3.0,90.34,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1231530,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(F)c(F)c3)cc2)c1C,IC50,33160.0,nM,,active,562.58,4.42,7.0,3.0,8.0,147.47,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1231532,O=C1C=C(N2CC2)c2ccccc2C1=O,IC50,29730.0,nM,,active,199.21,1.11,3.0,0.0,1.0,37.15,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1230736,Cc1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccc(C)cc3)C(=O)c3ccccc32)cc1,IC50,30640.0,nM,,active,480.57,3.54,5.0,1.0,5.0,109.74,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1006910,O=C1NC(=O)C(=Cc2c[nH]nc2-c2ccccc2)C(=O)N1,IC50,52960.0,nM,,active,282.26,0.83,4.0,3.0,2.0,103.95,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1305531,COCC/N=c1\scc(-c2ccco2)n1/N=C/c1ccc(O)c(O)c1O,IC50,100000.0,nM,,active,375.41,2.36,9.0,3.0,6.0,112.71,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
958382,CCOc1cc([N+](=O)[O-])cc(/C=C2/NC(=O)N(Cc3ccccc3F)C2=O)c1O,IC50,58750.0,nM,,active,401.35,2.93,6.0,2.0,6.0,122.01,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
867563,COC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(C(C)C)cc1,IC50,64970.0,nM,,active,387.46,4.21,5.0,2.0,6.0,92.7,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
941354,Nc1c(S(=O)(=O)[O-])cc(NC(=O)c2ccccc2)c2c1C(=O)c1ccccc1C2=O.[Na+],IC50,34340.0,nM,,active,444.4,2.54,6.0,3.0,3.0,143.63,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
788902,CN(C)c1ccc(C=C2C(=O)NC(=O)NC2=O)cc1[N+](=O)[O-],IC50,16270.0,nM,,active,304.26,0.41,6.0,2.0,3.0,121.65,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
811447,Cc1ccc(-c2ccc(/C=C3\C(=O)ON=C3c3ccccc3)o2)c([N+](=O)[O-])c1,IC50,11100.0,nM,,active,374.35,4.51,6.0,0.0,4.0,94.94,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1685782,Cc1ccc(C)c(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)c1,IC50,97850.0,nM,,active,480.57,3.54,5.0,1.0,5.0,109.74,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
794783,Cc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1Cl,IC50,34720.0,nM,,active,341.19,2.3,4.0,0.0,2.0,49.85,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
899973,O=C1C(Cl)=CC(=Nc2ccc([O-])cc2)C=C1Cl.[Na+],IC50,7020.0,nM,,active,290.08,3.29,3.0,1.0,1.0,49.66,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
811515,C#CCOc1ccc(/C=C2/C(=O)ON=C2C)cc1Cl,IC50,97080.0,nM,,active,275.69,2.67,4.0,0.0,3.0,47.89,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1686354,O=C(O)c1ccc(N/N=C/c2cn(Cc3ccccc3F)c3ccccc23)cc1,IC50,64080.0,nM,,active,387.41,4.97,4.0,2.0,6.0,66.62,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
883051,Cc1nn(-c2ccccc2)c2c1C(c1cccs1)C(C#N)=C(N)O2,IC50,100000.0,nM,,active,334.4,3.46,6.0,1.0,2.0,76.86,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1102717,CC(C)c1ccc(S(=O)(=O)/N=C2/C=C(Sc3nc[nH]n3)C(=O)c3ccccc32)cc1,IC50,6890.0,nM,,active,438.53,3.98,6.0,1.0,5.0,105.14,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
961691,CCOc1ccc(/C=C/c2nc(O)nc(O)c2[N+](=O)[O-])cc1,IC50,45890.0,nM,,active,303.27,2.37,7.0,2.0,5.0,118.61,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1230280,O=C1NN(c2ccccc2)C(=O)C1=Cc1ccccc1O,IC50,34570.0,nM,,active,280.28,1.85,3.0,2.0,2.0,69.64,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
1007148,CC(=O)N(C(C)=O)N1C(=O)/C(=C/c2ccc(Cl)cc2)SC1=S,IC50,23480.0,nM,,active,354.84,2.85,5.0,0.0,2.0,57.69,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
975601,COC(=O)c1c(C)oc2c1cc(NS(=O)(=O)c1ccc(C(=O)O)cc1)c1ccccc12,IC50,69000.0,nM,,active,439.45,4.18,6.0,2.0,5.0,122.91,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
922536,O=C1C(C2=C(O)c3ccccc3C2=O)=Nc2ccccc21,IC50,56900.0,nM,,active,275.26,3.12,4.0,1.0,1.0,66.73,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
788963,COC(=O)CSC1=NS(=O)(=O)c2ccccc21,IC50,23170.0,nM,,active,271.32,1.04,5.0,0.0,2.0,72.8,F,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]"
