molregno,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,activity_comment,full_mwt,alogp,hba,hbd,rtb,psa,assay_type,assay_description
2941492,c1csc(CSc2nnc(Cn3cncn3)o2)c1,IC50,99500.0,nM,,Falls Outside The Dose Series,279.35,2.06,8.0,0.0,5.0,69.63,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2940662,O=C(NCc1ccco1)c1csc(Br)c1,IC50,99500.0,nM,,Falls Outside The Dose Series,286.15,3.03,3.0,1.0,3.0,42.24,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2939717,N#Cc1ccc(OCCn2nnn(-c3ccccc3)c2=O)cc1,IC50,99500.0,nM,,Falls Outside The Dose Series,307.31,1.38,7.0,0.0,5.0,85.73,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2941002,O=c1ccc(-n2cncn2)nn1CC=Cc1ccccc1,IC50,99500.0,nM,,Falls Outside The Dose Series,279.3,1.54,6.0,0.0,4.0,65.6,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2935122,c1nnc(SCCCSc2nncs2)s1,IC50,99500.0,nM,,Falls Outside The Dose Series,276.44,2.66,8.0,0.0,6.0,51.56,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2934713,C[S@@+]([O-])c1nncn1Cc1ccc(Cl)s1,IC50,99500.0,nM,,Falls Outside The Dose Series,261.76,1.78,5.0,0.0,3.0,53.77,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2940561,c1ccc2[nH]c(CC3CCN(Cc4nccs4)CC3)nc2c1,IC50,99500.0,nM,,Falls Outside The Dose Series,312.44,3.47,4.0,1.0,4.0,44.81,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2934603,[O-][S@@+](Cc1nc(-c2cccs2)no1)c1cccs1,IC50,99500.0,nM,,Falls Outside The Dose Series,296.4,3.17,6.0,0.0,4.0,61.98,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2934448,Brc1cnn(C2CCN(Cc3csnn3)CC2)c1,IC50,99500.0,nM,,Falls Outside The Dose Series,328.24,2.33,6.0,0.0,3.0,46.84,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2935174,O=c1ccn(Cc2cc(=O)n3ccccc3n2)c2ccsc12,IC50,99500.0,nM,,Falls Outside The Dose Series,309.35,2.12,6.0,0.0,2.0,56.37,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2935251,Brc1nc(Br)n(Cc2cscn2)n1,IC50,99500.0,nM,,Falls Outside The Dose Series,324.0,2.31,5.0,0.0,2.0,43.6,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2939802,N#Cc1ccc(S(=O)(=O)CCn2nc(-c3ccco3)oc2=O)cc1,IC50,99500.0,nM,,Falls Outside The Dose Series,345.34,1.44,8.0,0.0,5.0,119.1,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2940575,Cn1c(Sc2nc3ccccc3o2)nc2sccc2c1=O,IC50,99500.0,nM,,Falls Outside The Dose Series,315.38,3.29,7.0,0.0,2.0,60.92,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2940729,O=C(NCc1nccs1)c1sccc1Cl,IC50,99500.0,nM,,Falls Outside The Dose Series,258.75,2.79,4.0,1.0,3.0,41.99,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2826651,c1cc2sccc2c(N2CCN(Cc3ccc4cn[nH]c4c3)CC2)n1,IC50,99500.0,nM,,Falls Outside The Dose Series,349.46,3.49,5.0,1.0,3.0,48.05,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2941233,COC(=O)c1cc2scc(Br)c2[nH]1,IC50,99500.0,nM,,Falls Outside The Dose Series,260.11,2.78,3.0,1.0,1.0,42.09,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2935253,Cn1ncnc1Sc1nc(C2CCCC2)ns1,IC50,99500.0,nM,,Falls Outside The Dose Series,267.38,2.48,7.0,0.0,3.0,56.49,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2939607,[O-][S@@+](Cc1ncccn1)c1ncccc1Br,IC50,99500.0,nM,,Falls Outside The Dose Series,298.17,1.94,4.0,0.0,3.0,61.73,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2941045,O=c1ccccn1-c1ncc(Br)cn1,IC50,99500.0,nM,,Falls Outside The Dose Series,252.07,1.39,4.0,0.0,1.0,47.78,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2935046,Cc1nnc(CSc2ncnc3sccc23)o1,IC50,99500.0,nM,,Falls Outside The Dose Series,264.34,2.68,7.0,0.0,3.0,64.7,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2934423,O=C(O)c1sc2cccnc2c1Br,IC50,99500.0,nM,,Falls Outside The Dose Series,258.1,2.76,3.0,1.0,1.0,50.19,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2939535,O=c1c2ccccc2nnn1CSc1nnc(-c2ccccc2)o1,IC50,99500.0,nM,,Falls Outside The Dose Series,337.36,2.59,8.0,0.0,4.0,86.7,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2934497,COc1ccc2c(O)nn(S(=O)(=O)c3ccc(C(=O)O)cc3)c2c1,IC50,99500.0,nM,,Falls Outside The Dose Series,348.34,1.69,7.0,2.0,4.0,118.72,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2940555,O=c1oc2cccnc2n1CC=Cc1ccccc1,IC50,99500.0,nM,,Falls Outside The Dose Series,252.27,2.7,4.0,0.0,3.0,48.03,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2934910,O=c1[nH]c(CSc2ccccc2Cl)nc2ccsc12,IC50,99500.0,nM,,Falls Outside The Dose Series,308.82,3.93,4.0,1.0,3.0,45.75,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2940374,Brc1ccsc1CSc1cnn[nH]1,IC50,99500.0,nM,,Falls Outside The Dose Series,276.18,2.92,4.0,1.0,3.0,41.57,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2940707,Nc1nc(S(=O)(=O)c2ccccc2)c(Cl)s1,IC50,99500.0,nM,,Falls Outside The Dose Series,274.75,2.21,5.0,1.0,2.0,73.05,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2934703,O=C(O)c1c(Br)sc2nnsc12,IC50,69512.0,nM,4.16,,265.11,2.21,5.0,1.0,1.0,63.08,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2939690,O=S(=O)(c1cccs1)N1CCN(CC=Cc2ccccc2)CC1,IC50,99500.0,nM,,Falls Outside The Dose Series,348.49,2.77,4.0,0.0,5.0,40.62,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2940429,Clc1snnc1CN1CCC(c2nc3ccccc3o2)CC1,IC50,99500.0,nM,,Falls Outside The Dose Series,334.83,3.71,6.0,0.0,3.0,55.05,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2940423,Cc1sc2nc(-c3cccs3)[nH]c(=O)c2c1C,IC50,99500.0,nM,,Falls Outside The Dose Series,262.36,3.33,4.0,1.0,1.0,45.75,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2939570,COCc1nn(CC#Cc2ccc(Cl)cc2)c(=O)o1,IC50,99500.0,nM,,Falls Outside The Dose Series,278.7,1.69,5.0,0.0,3.0,57.26,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2941123,Cc1nnsc1Cn1ccc(Br)n1,IC50,99500.0,nM,,Falls Outside The Dose Series,259.13,1.85,5.0,0.0,2.0,43.6,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2934748,O=S(=O)(CCOc1ccccc1)c1nccs1,IC50,99500.0,nM,,Falls Outside The Dose Series,269.35,2.0,5.0,0.0,5.0,56.26,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2941181,O=S1(=O)CCN(CC#Cc2ccc3sncc3c2)CC1,IC50,99500.0,nM,,Falls Outside The Dose Series,306.41,1.38,5.0,0.0,1.0,50.27,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2941243,N#Cc1csc(CSc2nnc(C(F)(F)F)s2)n1,IC50,99500.0,nM,,Falls Outside The Dose Series,308.33,3.18,7.0,0.0,3.0,62.46,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2940738,CN(C)[C@@H]1CCC[C@H](C(=O)Nc2cccc(CN)c2)C1,IC50,99500.0,nM,,Falls Outside The Dose Series,275.4,2.2,3.0,2.0,4.0,58.36,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2941124,C=C(C)c1cccc([C@@H](NC(=O)OCc2ccccc2)C(=O)Nc2cccc(CN)c2)c1,IC50,30134.0,nM,4.52,,429.52,4.78,4.0,3.0,8.0,93.45,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2941495,CN1CC=C(c2cccc([C@@H](NC(=O)OCc3ccccc3)C(=O)Nc3cccc(CN)c3)c2)CC1,IC50,99500.0,nM,,Falls Outside The Dose Series,484.6,4.47,5.0,3.0,8.0,96.69,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2939795,NCCc1ccc(NC(=O)c2cc(Cl)cc(CN)c2)cc1,IC50,99500.0,nM,,Falls Outside The Dose Series,303.79,2.55,3.0,3.0,5.0,81.14,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2934574,NC(=O)c1ccc(Cn2nnc(C=Cc3ccccc3)n2)cc1,IC50,99500.0,nM,,Falls Outside The Dose Series,305.34,1.99,5.0,1.0,5.0,86.69,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2934637,Cc1nnnn1Cc1ncc(Br)s1,IC50,99500.0,nM,,Falls Outside The Dose Series,260.12,1.25,6.0,0.0,2.0,56.49,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2940019,NCc1cccc(NC(=O)[C@@H](NC(=O)OCc2ccccc2)c2cccc(-c3ccc(CN)cc3F)c2)c1,IC50,99500.0,nM,,Falls Outside The Dose Series,512.59,5.02,5.0,4.0,9.0,119.47,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
2941140,NCc1cccc(NC(=O)[C@@H](NC(=O)OCc2ccccc2)c2cccc(-c3ccc(N)nc3)c2)c1,IC50,99500.0,nM,,Falls Outside The Dose Series,481.56,4.4,6.0,4.0,8.0,132.36,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Weizmann Institute of Science.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.q26g7yebkgwz/v3"
