bit_index,mean_abs_shap
1708,2.4575797579067093e-05
394,2.4392528324822062e-05
195,2.4373364171100643e-05
1802,2.434615829130246e-05
341,2.4320075947788973e-05
1781,2.426153083338727e-05
1459,2.424407995703128e-05
1244,2.4174601432682695e-05
837,2.4146566951518124e-05
105,2.4062484122905384e-05
927,2.3642061311680876e-05
930,2.361340001348017e-05
693,2.3592129667773427e-05
1154,2.347481489953048e-05
514,2.3450129588486515e-05
1301,2.288129397554618e-05
1256,2.287640446878249e-05
819,2.2830070867867835e-05
67,2.2619917735242233e-05
315,2.2529111544256678e-05
658,2.2457431210885906e-05
470,2.2342618348303886e-05
521,2.2323414519155386e-05
296,2.212843225520157e-05
634,2.2058738158641854e-05
1619,2.2019848988054138e-05
400,2.191877675882073e-05
480,2.190776773579654e-05
267,2.1834044833995414e-05
1300,2.1825118710264273e-05
685,2.1779550939512357e-05
2036,2.175425057940148e-05
644,2.1714890581291973e-05
1291,2.1677313633490424e-05
1230,2.1667580957939248e-05
1644,2.1666342332763068e-05
1468,2.1420287429565712e-05
272,2.135335304795824e-05
757,2.1154037349767262e-05
256,2.114872611408639e-05
146,2.109234558085627e-05
301,2.082026738825715e-05
849,2.0742743095265313e-05
